course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,profit,year,month,clean_course_title
Learn To Invest In 7 Steps,1,50,137,14,21,1,3.0,6850,2015,3,Learn Invest 7 Steps
Sell like a Pro: Insider Secrets of Successful Selling!,1,115,12,1,25,0,2.5,1380,2016,11,Sell like Pro Insider Secrets Successful Selling
3 Little Pigs: A Multiple Timeframe Forex Trading Strategy,1,20,18,0,6,0,1.5,360,2017,2,3 Little Pigs Multiple Timeframe Forex Trading Strategy
6. Annuities Due and Deferred,1,20,170,0,16,0,1.5,3400,2014,2,6 Annuities Deferred
CFA® Level 1 2014 – Quantitative Methods,1,50,119,0,27,0,5.0,5950,2015,2,CFA Level 1 2014  Quantitative Methods
IFRIC 13-Customer Loyalty Programmes (Revenue),0,0,2058,22,6,0,0.6,0,2014,7,IFRIC 13Customer Loyalty Programmes Revenue
FOREX Currency Trading For Beginners,1,25,35,2,28,1,4.0,875,2014,6,FOREX Currency Trading Beginners
Basic Technical Analysis,1,50,40,1,27,1,2.5,2000,2015,8,Basic Technical Analysis
Forex:Trade Management & Psychology,1,150,13,0,19,2,2.0,1950,2016,9,ForexTrade Management  Psychology
"Working Capital assessment for bankers, credit analysts",1,20,4,0,29,1,7.0,80,2017,4,Working Capital assessment bankers credit analysts
"CFA Level I Workshop 6: Alternatives, PM and Economics ",1,20,71,1,5,0,1.0,1420,2013,8,CFA Level Workshop 6 Alternatives PM Economics
CFA Level I Workshop 3: Financial Reporting & Analysis II,1,20,71,1,5,0,1.0,1420,2013,8,CFA Level Workshop 3 Financial Reporting  Analysis II
How to trade in the Forex market,1,200,6,0,39,2,2.5,1200,2017,3,trade Forex market
Bookkeeping Practicals with Software,1,35,1,0,130,2,31.5,35,2017,2,Bookkeeping Practicals Software
8 Steps To Achieve Financial Freedom And Escape Debt,1,40,5,0,48,1,5.5,200,2015,11,8 Steps Achieve Financial Freedom Escape Debt
Trading Basics in 30 minutes,1,50,1,0,6,1,0.5333333333333333,50,2017,2,Trading Basics 30 minutes
Technical Charting,1,20,4,1,6,2,1.0,80,2015,11,Technical Charting
Profits Turbo,1,20,10,0,7,2,5.5,200,2013,6,Profits Turbo
Nest Egg Investing,1,45,6,0,12,1,2.0,270,2014,6,Nest Egg Investing
Economics for beginners - Various Concepts,1,25,2,0,34,1,2.5,50,2017,1,Economics beginners  Concepts
Investing in Stocks & Shares,1,20,2,0,24,1,2.0,40,2016,5,Investing Stocks  Shares
Learn Financial Modeling from Scratch - Part 2,1,50,2,1,27,0,3.5,100,2016,4,Learn Financial Modeling Scratch  2
Learn Financial Modeling from Scratch - Part 3,1,50,2,0,22,0,2.0,100,2016,4,Learn Financial Modeling Scratch  3
A Practical Guide to Wealth Creation,1,35,6,0,7,0,1.0,210,2016,11,Practical Guide Wealth Creation
"'Geometry Of Chance strategy of defeating the roulette.""",1,30,2,1,10,2,1.5,60,2016,6,Geometry Chance strategy defeating roulette
Trading Algorítmico en Forex: Crea tu primer Robot de Forex!,1,170,206,39,39,0,6.5,35020,2016,3,Trading Algortmico en Forex Crea tu primer Robot de Forex
MQL4 Bootcamp Tutorial- Trading Robot Coding in Metatrader4,1,20,313,14,25,1,1.0,6260,2015,7,MQL4 Bootcamp Tutorial Trading Robot Coding Metatrader4
Introducción a la contabilidad,1,20,193,19,14,1,1.0,3860,2014,12,Introduccin la contabilidad
Einnahmen aus Udemy-Kursen als Dozent korrekt versteuern,1,30,66,16,11,1,1.0,1980,2015,4,Einnahmen aus UdemyKursen als Dozent korrekt versteuern
Contabilidad Gubernamental en México,1,30,270,22,24,0,3.5,8100,2015,8,Contabilidad Gubernamental en Mxico
株式投資に必要なスキルの学習手順を学ぶ,1,20,139,36,29,1,2.0,2780,2016,6,
Formação de preços em serviços,1,35,77,5,28,2,2.0,2695,2017,4,Formao de preos em servios
"Geld verdienen mit dem Ticken der Uhr, wie Warren Buffett!",1,195,225,41,33,0,5.0,43875,2016,3,Geld verdienen mit dem Ticken der Uhr wie Warren Buffett
Торговля дельта-нейтральными стренглами,1,150,23,6,25,0,1.5,3450,2016,3,  
Guía práctica para comprar acciones en la Bolsa de USA,0,0,4876,210,36,2,4.5,0,2014,9,Gua prctica para comprar acciones en la Bolsa de USA
Contabilidad Financiera: Conoce el Lenguaje de los Negocios.,1,20,244,13,21,1,2.5,4880,2015,6,Contabilidad Financiera Conoce el Lenguaje de los Negocios
Curso de Day Trader para Iniciantes,0,0,1278,200,13,1,1.5,0,2016,11,Curso de Day Trader para Iniciantes
Curso de Iniciación al Trading,1,85,31,5,40,0,10.5,2635,2015,11,Curso de Iniciacin al Trading
Complete GST Course For Small and Medium Enterprises,1,75,8,0,45,1,6.0,600,2017,6,Complete GST Course Small Medium Enterprises
3 documentos clave para administrar tu empresa con éxito,1,45,40,6,18,2,1.0,1800,2013,5,3 documentos clave para administrar tu empresa con xito
Forex/Opciones Binarias para Principiantes,1,25,9,5,9,1,2.0,225,2016,4,ForexOpciones Binarias para Principiantes
15 Mandamientos para ganar dinero en Bolsa,1,20,45,2,49,0,8.5,900,2014,10,15 Mandamientos para ganar dinero en Bolsa
Le bitcoin et la blockchain,1,80,13,3,12,0,0.7333333333333333,1040,2017,3,Le bitcoin et la blockchain
Contabilità Generale,1,200,4,1,40,0,8.5,800,2017,5,Contabilit Generale
Торговля опционами: Как заработать на волатильности,1,150,20,5,29,0,2.0,3000,2016,2,     
Estrategias de Inversión aplicadas al mundo del trading,1,20,9,2,25,0,3.0,180,2016,5,Estrategias de Inversin aplicadas al mundo del trading
バイナリーオプション取引,1,85,29,3,24,0,0.65,2465,2016,11,
Caza los Enormes Movimientos del Mercado,1,20,6,2,13,0,1.5,120,2015,11,Caza los Enormes Movimientos del Mercado
Le basi del trading online,1,45,7,1,27,1,3.5,315,2017,5,Le basi del trading online
自分に合った投資信託を見つけよう！,1,25,859,49,23,1,2.0,21475,2017,3,
Monatlich Geld anlegen für später!,1,30,5983,135,7,1,0.6166666666666667,179490,2015,10,Monatlich Geld anlegen fr spter
Invierte en la Bolsa Mexicana y de USA,1,200,1673,547,40,1,5.5,334600,2015,8,Invierte en la Bolsa Mexicana de USA
Gestão Financeira Para Pequenas e Médias Empresas,1,115,1284,230,45,0,4.5,147660,2016,1,Gesto Financeira Para Pequenas e Mdias Empresas
Curso Completo de Bitcoin - Ganhe 0.00005 Bitcoin,1,30,394,109,73,0,5.5,11820,2017,2,Curso Completo de Bitcoin  Ganhe 000005 Bitcoin
Tudo sobre Investimentos em Renda Fixa,1,45,689,145,16,0,2.0,31005,2016,8,Tudo sobre Investimentos em Renda Fixa
Aprende a invertir sin capital,1,130,649,37,29,1,1.5,84370,2017,5,Aprende invertir sin capital
Apprendre à trader sur le marché du Forex - guide complet,1,140,187,47,38,1,3.0,26180,2017,3,Apprendre  trader sur le march du Forex  guide complet
Introducción a las Finanzas,1,30,1798,40,15,1,1.5,53940,2015,1,Introduccin las Finanzas
Finanzielle Unabhängigkeit-1: Erste Schritte zur Million,1,20,465,51,28,1,1.0,9300,2016,9,Finanzielle Unabhngigkeit1 Erste Schritte zur Million
Forex para Principiantes-Ejemplos en VIVO de Trading Real,1,140,813,94,52,1,5.0,113820,2015,10,Forex para PrincipiantesEjemplos en VIVO de Trading Real
Finanzielle Unabhängigkeit-3 Millionär werden mit Immobilien,1,20,326,23,14,3,1.0,6520,2016,9,Finanzielle Unabhngigkeit3 Millionr werden mit Immobilien
Introduction to Health Financing,1,85,26,1,17,1,2.0,2210,2016,5,Introduction Health Financing
Accounting Cycle: Learn the concepts in 60 minutes,1,20,26,3,14,0,1.0,520,2016,1,Accounting Cycle Learn concepts 60 minutes
Optimize! Make Best Decisions with Microsoft Excel,1,20,28,3,14,3,1.0,560,2015,4,Optimize Best Decisions Microsoft Excel
Understanding The Stock Market: For Beginners,1,25,122,2,36,1,7.5,3050,2014,11,Understanding Stock Market Beginners
CFA® Level 1 2014 – FI,1,40,149,0,49,0,4.5,5960,2015,3,CFA Level 1 2014  FI
9. Sinking Funds,1,20,205,1,5,0,1.0,4100,2014,2,9 Sinking Funds
Managerial Accounting - The Ultimate Beginner Course!,1,100,11,0,121,1,11.0,1100,2017,4,Managerial Accounting  Ultimate Beginner Course
Forex Trading for Beginners Vol 1:A Forex Course Made Simple,1,175,3,0,27,1,1.0,525,2017,7,Forex Trading Beginners Vol 1A Forex Course Simple
Accounting - Basic Costing ,1,40,108,2,37,1,3.5,4320,2015,8,Accounting  Basic Costing
"Double Your Salary With Free, Local, Job Training Courses",1,20,8,1,8,0,1.0,160,2017,4,Double Salary Free Local Job Training Courses
Financial Modeling - Facebook Case Study,1,25,9,3,13,0,1.5,225,2013,10,Financial Modeling  Facebook Case Study
Understanding Financial Derivatives,1,20,16,1,11,2,2.0,320,2017,3,Understanding Financial Derivatives
Forex Basics: Learn how to read and analyze Forex charts,1,195,11,0,45,1,4.5,2145,2016,9,Forex Basics Learn read analyze Forex charts
Forex - Help I cant Trade,1,200,12,0,20,0,2.0,2400,2016,10,Forex  Help cant Trade
Start-up financial modeling for non-finance professionals,1,20,11,0,19,0,4.0,220,2016,6,Startup financial modeling nonfinance professionals
The Fast Route to a Faster Financial Close,1,50,2,0,8,2,1.5,100,2017,6,Fast Route Faster Financial Close
Easy Finance For Startups,1,50,9,4,6,1,0.6666666666666666,450,2016,10,Easy Finance Startups
"Excel 4 Accounting & Bookkeeping - Master Date,Time & Text",1,35,15,1,12,0,1.0,525,2016,6,Excel 4 Accounting  Bookkeeping  Master DateTime  Text
"Depreciation, Amortization and Depletion",1,25,7,1,13,2,1.0,175,2017,3,Depreciation Amortization Depletion
Breakeven Analysis and Pricing,1,20,27,2,10,0,1.0,540,2014,9,Breakeven Analysis Pricing
Tally ERP Complete Training in Urdu / Hindi,1,30,5,2,51,0,5.0,150,2017,2,Tally ERP Complete Training Urdu  Hindi
Accounting Simplified,1,30,3,0,41,0,8.5,90,2017,5,Accounting Simplified
Series 7: Intermediate Options,1,55,5,0,11,2,1.0,275,2017,4,Series 7 Intermediate Options
Accounting and Business Basics,1,200,5,0,10,0,2.0,1000,2017,1,Accounting Business Basics
Corso introduttivo al trading profittevole,1,20,132,9,9,1,1.0,2640,2015,11,Corso introduttivo al trading profittevole
Aprende a Ganar Dinero en la Bolsa,1,30,112,16,42,0,4.0,3360,2013,12,Aprende Ganar Dinero en la Bolsa
Inversión: Fundamentos del Trading para Principiantes,1,125,285,6,18,1,1.5,35625,2015,10,Inversin Fundamentos del Trading para Principiantes
Gana en la Bolsa con Análisis Técnico,1,25,91,11,35,1,8.5,2275,2014,1,Gana en la Bolsa con Anlisis Tcnico
Precificação - Calculando valor de venda baseado nos custos,1,35,32,3,46,0,3.0,1120,2017,4,Precificao  Calculando valor de venda baseado nos custos
Cómo ganar dinero invirtiendo en bolsa,0,0,2740,306,10,1,2.0,0,2016,4,Cmo ganar dinero invirtiendo en bolsa
Investiere in Tax Liens-Hohe Zinsen gesetzl. festgeschrieben,1,20,59,11,7,0,1.5,1180,2015,2,Investiere Tax LiensHohe Zinsen gesetzl festgeschrieben
Investimento em Ações,1,20,16,4,27,1,4.5,320,2017,3,Investimento em Aes
Excelを使ってビジネスシミュレーション：基礎編,1,85,22,5,47,1,5.0,1870,2017,5,Excel
Estrategias de trading en bolsa,1,25,15,2,14,0,2.0,375,2016,12,Estrategias de trading en bolsa
Grundlagen der finanziellen Unabhängigkeit,0,0,1059,96,9,0,1.5,0,2016,4,Grundlagen der finanziellen Unabhngigkeit
"Wie Du, Dir auch mit kleinen Beträgen ein Vermögen aufbaust",1,70,187,3,53,0,7.0,13090,2016,12,Wie Du Dir auch mit kleinen Betrgen ein Vermgen aufbaust
Corporate Ethics,1,100,0,0,13,1,3.5,0,2017,7,Corporate Ethics
CFA Level 2- Quantitative Methods,1,40,0,0,35,0,5.5,0,2017,7,CFA Level 2 Quantitative Methods
Core Financial Statement Concepts,1,50,0,0,9,2,1.5,0,2017,6,Core Financial Statement Concepts
Understand Core Finance Principles in 60 Minutes,1,75,0,0,13,1,2.5,0,2017,6,Understand Core Finance Principles 60 Minutes
Learn Wave accounting to maintain books properly,0,0,1089,50,27,0,3.0,0,2016,1,Learn Wave accounting maintain books properly
Making Tax Digital - UK HMRC Legislation Explained,0,0,743,0,7,0,1.0,0,2017,6,Making Tax Digital  UK HMRC Legislation Explained
Surviving Introduction to Finance,0,0,1362,7,13,1,3.0,0,2014,2,Surviving Introduction Finance
Cost of Capital and Weighted Average Cost of Capital,0,0,405,3,22,0,1.0,0,2016,4,Cost Capital Weighted Average Cost Capital
Studying the CFA Program exams (Mandarin language version),0,0,1168,9,5,0,0.6666666666666666,0,2014,4,Studying CFA Program exams Mandarin language version
Condor Broken Wing Butterfly Options Trading Course System,0,0,16,0,15,0,1.5,0,2017,7,Condor Broken Wing Butterfly Options Trading Course System
≪虎の巻≫証券取引の「税金のお悩み」解消,1,25,3840,296,33,2,1.5,96000,2017,2,
【１日でマスター！】今日からはじめる資産形成,1,20,7183,819,14,1,1.0,143660,2017,1,
TRADING FOR A LIVING: Trading Full-Time Transition Guide,1,195,483,10,40,2,3.5,94185,2015,11,TRADING LIVING Trading FullTime Transition Guide
Learn How To use Channels to find amazing Forex Entries,1,45,172,48,15,0,1.0,7740,2017,5,Learn use Channels find amazing Forex Entries
"Financial Analysis, from Scratch to Professional!",1,65,256,29,39,1,3.5,16640,2016,3,Financial Analysis Scratch Professional
Cost Accounting Labour Costing (Professional Course Level),1,20,1542,1,24,0,2.0,30840,2015,4,Cost Accounting Labour Costing Professional Course Level
Learn How To Successfully Trade Forex: In 5 Simple Steps,1,95,64,7,44,0,8.5,6080,2017,5,Learn Successfully Trade Forex 5 Simple Steps
The Intelligent Investor,1,30,384,40,44,0,10.5,11520,2015,8,Intelligent Investor
Succeed in Futures Even if You Don't Know Where to Start,0,0,3014,19,15,0,1.0,0,2017,1,Succeed Futures Know Start
Binary Options Beginners Guide : Nadex,1,40,454,52,39,1,2.0,18160,2015,1,Binary Options Beginners Guide  Nadex
Trading: From Wall Street to Your Street,1,50,312,24,37,2,5.5,15600,2014,12,Trading Wall Street Street
Build your own Naked Trading Forex Robot,1,40,315,28,19,0,2.0,12600,2015,8,Build Naked Trading Forex Robot
Tax Preparation: Learn Fast! Prepare Taxes with Confidence!,1,200,609,32,33,0,2.5,121800,2016,1,Tax Preparation Learn Fast Prepare Taxes Confidence
Tax Strategies of the Wealthy,1,195,207,19,11,1,1.5,40365,2016,4,Tax Strategies Wealthy
The Ultimate Fibonacci Trading Plan for Forex and Stocks,1,200,399,15,15,0,1.0,79800,2016,8,Ultimate Fibonacci Trading Plan Forex Stocks
Finance and Accounting for Startups,1,50,1175,92,75,0,12.5,58750,2013,1,Finance Accounting Startups
Forex - Calculate Lot Size Like Pro,1,20,543,14,11,0,0.6,10860,2016,6,Forex  Calculate Lot Size Like Pro
The Complete Forex Trader,1,25,1634,142,46,0,7.0,40850,2012,10,Complete Forex Trader
Tape Reading: Learn how to read the tape for day trading,1,195,1013,128,32,0,14.0,197535,2014,3,Tape Reading Learn read tape day trading
4 Easy Daily Forex Trades: A Recipe for Trading Success,1,200,319,19,12,0,1.0,63800,2016,11,4 Easy Daily Forex Trades Recipe Trading Success
Trading Robot Forex Programs in Your Sleep in Live Examples!,1,200,1125,11,18,3,1.5,225000,2016,1,Trading Robot Forex Programs Sleep Live Examples
Free Options 101 - Basic of Call and Put Options in 1 Hours,0,0,2481,71,26,0,1.5,0,2016,8,Free Options 101  Basic Options 1 Hours
An Intro into Trading the Financial Markets,1,100,1006,14,17,1,1.5,100600,2016,9,Intro Trading Financial Markets
Developing A Trading Strategy: Your Guide to Trading Success,1,20,1044,8,16,0,2.0,20880,2015,12,Developing Trading Strategy Guide Trading Success
How to Trade Commodity and Financial Futures for a Living!,1,200,1240,17,20,0,2.5,248000,2016,1,Trade Commodity Financial Futures Living
How to Trade Forex like a Hedge Fund: Long FX Strategies,1,115,504,5,32,0,1.5,57960,2017,3,Trade Forex like Hedge Fund Long FX Strategies
Complete Short Financial Ratio Course for Financial Analysis,1,200,15,1,56,0,3.0,3000,2017,6,Complete Short Financial Ratio Course Financial Analysis
How to Build Profitable FOREX Automated Trading Strategies!,1,200,358,8,21,0,2.5,71600,2015,11,Build Profitable FOREX Automated Trading Strategies
Stock Trading Strategies: Profitable Trading in 7 Days.,1,50,80,10,27,0,5.5,4000,2015,6,Stock Trading Strategies Profitable Trading 7 Days
Management Accounting A Complete Study,1,150,133,3,158,0,17.5,19950,2016,12,Management Accounting Complete Study
Become a Career Day Trader: Asian-Pacific Futures Markets,1,20,207,8,30,0,3.5,4140,2014,1,Career Day Trader AsianPacific Futures Markets
Equity Products,1,50,426,17,16,0,2.5,21300,2014,3,Equity Products
Financial Accounting Part I - Passing the Class,1,20,45,10,47,1,4.5,900,2016,6,Financial Accounting  Passing Class
Accounting 102: Guide to Business Accounting,1,50,1280,1,27,2,8.5,64000,2014,5,Accounting 102 Guide Business Accounting
Monetizing Your Website: How to Add Cost-Per-Action (CPA) ,1,35,142,4,18,0,1.0,4970,2014,6,Monetizing Website Add CostPerAction CPA
Advanced Finance and Accounting for Startups,1,40,188,7,48,2,6.5,7520,2014,2,Advanced Finance Accounting Startups
Basics of Tax in India  (College Level),1,20,718,5,28,0,2.0,14360,2015,1,Basics Tax India College Level
Trade for a Living,1,20,293,14,59,0,8.0,5860,2014,3,Trade Living
Learn Stock Options: Options Made Simple 101,1,35,93,13,49,1,5.0,3255,2016,8,Learn Stock Options Options Simple 101
Banking Credit Analysis Process (for Bankers),1,180,894,62,241,1,17.5,160920,2014,7,Banking Credit Analysis Process for Bankers
Professional Forex strategy,1,50,353,21,17,3,1.5,17650,2016,2,Professional Forex strategy
A Beginners Guide to Technical Analysis of Stock Charts,1,40,829,78,50,1,8.5,33160,2013,9,Beginners Guide Technical Analysis Stock Charts
Get out of Debt - The Power of Using Compounding Interest,1,50,1195,3,7,0,2.0,59750,2015,1,Debt  Power Compounding Interest
Day Trading - Learn to Day Trade / Swing Trade In One Hour.,1,95,335,25,29,0,1.5,31825,2015,11,Day Trading  Learn Day Trade  Swing Trade Hour
Basel Norms (Basel 1/ Basel 2/ Basel 3) Simplified,1,40,500,45,34,1,4.0,20000,2015,4,Basel Norms Basel 1 Basel 2 Basel 3 Simplified
Learn to Trade Forex Naked Price Action Wammie Trade,1,40,159,16,13,0,1.0,6360,2016,2,Learn Trade Forex Naked Price Action Wammie Trade
Fixed Income Securities,1,50,739,54,24,0,4.5,36950,2014,3,Fixed Income Securities
Financial Accounting Made Easy for All,1,20,87,22,86,0,4.0,1740,2015,9,Financial Accounting Easy
Ultimate Guide To Trading Engulfing Candlestick Strategy,1,200,185,36,25,0,2.5,37000,2016,10,Ultimate Guide Trading Engulfing Candlestick Strategy
Learn Business Finance: Win more work as a Business Coach ,1,20,741,4,22,1,2.0,14820,2016,1,Learn Business Finance Win work Business Coach
Accounting for Depreciation (Collage Level),1,20,576,1,14,0,1.0,11520,2014,7,Accounting Depreciation Collage Level
Revealed: Profitable Principles of Successful Traders ,1,25,1046,5,26,0,3.0,26150,2013,5,Revealed Profitable Principles Successful Traders
Easy Market Profits: 3 Step Stock Investing Strategy,1,20,486,3,14,1,3.0,9720,2015,9,Easy Market Profits 3 Step Stock Investing Strategy
Hedge Fund Trading Systems For Stocks - Part One,1,200,52,8,21,0,1.5,10400,2016,10,Hedge Fund Trading Systems Stocks 
Bonds For Beginners - A Guide To The Bond Markets,1,20,106,14,24,1,0.5666666666666667,2120,2015,4,Bonds Beginners  Guide Bond Markets
Professional Risk Manager (PRM) Certification: Level 4,1,50,38,7,17,0,8.0,1900,2013,7,Professional Risk Manager PRM Certification Level 4
Crowdfunding for Filmmakers,1,65,32,6,30,0,4.0,2080,2015,12,Crowdfunding Filmmakers
How to Make IT Work Successfully in Capital Markets,1,50,171,8,21,1,3.0,8550,2014,3,Work Successfully Capital Markets
Introduction to Day Trading,1,50,79,5,36,1,1.0,3950,2014,9,Introduction Day Trading
Life Coach Business Basics: Finance and Operations,1,195,397,4,54,0,3.5,77415,2015,8,Life Coach Business Basics Finance Operations
Learn How to Profit In Forex With Market Rhythms,1,20,85,5,17,0,1.5,1700,2014,8,Learn Profit Forex Market Rhythms
Optimizing investment to maximise your return,0,0,1696,22,11,0,0.6333333333333333,0,2016,3,Optimizing investment maximise return
Investimento em Ações para Leigos,1,20,201,46,19,1,2.5,4020,2016,11,Investimento em Aes para Leigos
Introducción a la Contabilidad,1,30,1235,31,15,1,2.5,37050,2015,1,Introduccin la Contabilidad
Forex Trading: Strategia Correlazione EUR/GBP vs GBP/USD,1,50,137,39,27,2,1.5,6850,2016,11,Forex Trading Strategia Correlazione EURGBP vs GBPUSD
Finanzielle Unabhängigkeit-2 Millionär werden mit Investment,1,20,384,37,18,2,0.7166666666666667,7680,2016,9,Finanzielle Unabhngigkeit2 Millionr werden mit Investment
カードゲームでカンタンに理解する！経済とお金のキホン,1,20,103,3,18,1,1.0,2060,2017,6,
Contabilidad rápida y eficaz,1,40,379,60,60,0,2.0,15160,2016,8,Contabilidad rpida eficaz
Introducción al trading de opciones,1,100,1573,122,43,1,5.5,157300,2015,2,Introduccin al trading de opciones
Aprenda a Investir seu Dinheiro,1,85,150,28,19,0,2.5,12750,2017,1,Aprenda Investir seu Dinheiro
Trader sur le Forex avec Ichimoku,1,90,48,12,18,1,2.5,4320,2017,5,Trader sur le Forex avec Ichimoku
العلوم والمبادئ الأساسية للمهنة الإكتوارية,1,25,781,7,8,1,0.65,19525,2016,10,    
トレーディングビュー徹底攻略2017年版,1,55,952,77,53,0,3.0,52360,2014,12,2017
Kostenrechnung lernen leicht gemacht,1,40,612,46,72,1,3.0,24480,2016,6,Kostenrechnung lernen leicht gemacht
MetaTrader4 Platform Training,0,0,1819,45,15,1,1.5,0,2016,9,MetaTrader4 Platform Training
Professional Bookkeeping & Accounting 1: Sales & Purchases,1,35,551,22,34,0,1.5,19285,2015,9,Professional Bookkeeping  Accounting 1 Sales  Purchases
Step by step guide to understand how business perform,1,20,788,3,15,2,0.6333333333333333,15760,2014,12,Step step guide understand business perform
How to Grow your Small Business and not run out of Cash,1,25,408,3,16,1,1.5,10200,2016,4,Grow Small Business run Cash
Finance for Non Finance Executives,1,180,944,44,187,1,13.0,169920,2014,6,Finance Non Finance Executives
"An Introduction: MT4 Email, Sound, Notification Forex Alerts",1,20,323,30,11,2,0.6166666666666667,6460,2014,11,Introduction MT4 Email Sound Notification Forex Alerts
Innovators and innovation: Travel through time!,1,50,101,0,31,1,6.0,5050,2017,5,Innovators innovation Travel time
Learn How to Trade The Stock Market,1,20,984,3,41,0,4.0,19680,2016,3,Learn Trade Stock Market
How To Earn Some Bitcoin Every Time You Use A Search Engine,1,20,89,23,10,0,1.0,1780,2016,7,Earn Bitcoin Time Use Search Engine
Super Fast Accounting - the fastest way to do your books,1,25,129,21,8,1,0.5666666666666667,3225,2016,3,Super Fast Accounting  fastest way books
Financial Modeling and Valuation: Complete Beginner to Pro,1,50,249,46,28,0,5.0,12450,2016,6,Financial Modeling Valuation Complete Beginner Pro
Learn to trade Chart Patterns,1,20,75,8,23,2,2.0,1500,2016,8,Learn trade Chart Patterns
Anatomy and Figure Drawing for Beginners,1,150,2252,240,111,1,21.0,337800,2016,6,Anatomy Figure Drawing Beginners
Illustrator CC MasterClass,1,95,462,50,86,0,12.0,43890,2017,5,Illustrator CC MasterClass
Typographic Logo Design in Illustrator - Beginners & Beyond,1,150,1720,40,27,0,1.5,258000,2017,2,Typographic Logo Design Illustrator  Beginners 
Adobe Illustrator T-Shirt Design for Merch by Amazon,1,20,390,44,15,0,1.0,7800,2017,6,Adobe Illustrator TShirt Design Merch Amazon
Logo Design in Adobe Illustrator - for Beginners & Beyond,1,200,4297,337,110,0,7.5,859400,2015,10,Logo Design Adobe Illustrator  Beginners 
Learn Adobe Illustrator: Semi-Automatic Mandalas Drawing,1,200,1076,15,15,0,1.0,215200,2017,5,Learn Adobe Illustrator SemiAutomatic Mandalas Drawing
Create Professional Looking Infographics With No Experience,1,180,9367,104,21,1,2.0,1686060,2017,3,Create Professional Looking Infographics Experience
Discover How to Draw and paint Comics,1,65,8901,424,85,0,62.0,578565,2012,11,Discover Draw paint Comics
Typographic Logos: Typography and Lettering for Logo Design,1,25,4235,427,20,2,1.5,105875,2014,10,Typographic Logos Typography Lettering Logo Design
Photoshop in Ease: Create World Amazing  Graphic Designs,1,20,14440,182,26,0,3.0,288800,2015,8,Photoshop Ease Create World Amazing Graphic Designs
Canva Graphics Design Essential Training For Everyone,1,200,12340,124,46,0,2.5,2468000,2017,3,Canva Graphics Design Essential Training
Triangulated Bird: Origami Styled Bird in Adobe Illustrator,1,195,2027,11,9,2,0.5,395265,2017,4,Triangulated Bird Origami Styled Bird Adobe Illustrator
Illustrator Quick Tip：10分でKawaiiカメレオンを描こう,0,0,381,24,7,0,0.6,0,2015,8,Illustrator Quick Tip10Kawaii
Deinen Roman setzen mit PagePlus in 10 einfachen Schritten,0,0,69,6,25,0,3.5,0,2017,4,Deinen Roman setzen mit PagePlus 10 einfachen Schritten
画像加工の初心者でも「１日」で初歩を覚えられる無料講座,0,0,21,0,18,1,1.0,0,2017,6,
Graphic Design Bootcamp,1,200,15276,1740,65,1,8.0,3055200,2016,5,Graphic Design Bootcamp
The Ultimate Drawing Course - Beginner to Advanced,1,150,26742,2379,62,1,11.0,4011300,2017,1,Ultimate Drawing Course  Beginner Advanced
Ultimate Photoshop Training: From Beginner to Pro,1,200,5326,447,150,1,11.5,1065200,2017,1,Ultimate Photoshop Training Beginner Pro
Photoshop for Entrepreneurs - Design 11 Practical Projects,1,200,36288,737,63,0,5.0,7257600,2016,6,Photoshop Entrepreneurs  Design 11 Practical Projects
Anatomy for Figure Drawing: Mastering the Human Figure,1,95,15500,754,65,0,68.5,1472500,2013,10,Anatomy Figure Drawing Mastering Human Figure
Sketch 3 from A to Z: Become an App Designer,1,75,7282,1629,42,0,3.5,546150,2015,1,Sketch 3 Z App Designer
How to Design a Logo - a Beginners Course,1,30,10875,650,41,0,2.5,326250,2012,7,Design Logo  Beginners Course
Logo Design Masterclass: Learn Logo Design + Illustrator,1,200,8196,479,85,0,6.5,1639200,2015,8,Logo Design Masterclass Learn Logo Design  Illustrator
How to Draw and Sketch for Beginners,1,150,1360,175,79,1,9.0,204000,2017,1,Draw Sketch Beginners
Graphic Design Masterclass: Learn Graphic Design in Projects,1,95,6858,382,41,1,3.5,651510,2015,11,Graphic Design Masterclass Learn Graphic Design Projects
Canva Graphics Design for Entrepreneurs - Design 11 Projects,1,200,18303,202,54,0,3.5,3660600,2016,7,Canva Graphics Design Entrepreneurs  Design 11 Projects
Vector Logo Design in Affinity Designer,1,150,1789,102,57,0,3.0,268350,2017,2,Vector Logo Design Affinity Designer
How To Create A Low Poly Portrait With The Pen Tool,1,195,293,5,18,1,1.0,57135,2016,11,Create Low Poly Portrait Pen Tool
Photo Editing in Photoshop - Beginner to Advanced in 1 Hour,1,20,662,5,21,1,1.0,13240,2016,5,Photo Editing Photoshop  Beginner Advanced 1 Hour
How to Create Kindle & Ebook Covers with Canva,1,30,1279,3,33,1,1.5,38370,2015,10,Create Kindle  Ebook Covers Canva
How To Make Professional eBook Covers For FREE,1,20,1080,6,35,0,3.0,21600,2015,2,Professional eBook Covers FREE
Design Business Card in Photoshop: Earn Money by Doing It,1,50,120,10,29,1,3.5,6000,2017,4,Design Business Card Photoshop Earn Money
Learn to create beautiful web interfaces and logos,1,20,1085,76,10,0,1.0,21700,2013,7,Learn create beautiful web interfaces logos
Illustrated Logo Design,1,25,447,2,10,2,1.0,11175,2016,11,Illustrated Logo Design
