course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,profit,year,month,clean_course_title
How To Play Blues Guitar - Broonzy & McGhee Blues Lessons,0,0,8240,31,6,2,1.5,0,2013,11,Play Blues Guitar  Broonzy  McGhee Blues Lessons
Play Sonny Terry style on Harmonica and dazzle your friends!,1,200,582,49,51,0,5.5,116400,2014,12,Play Sonny Terry style Harmonica dazzle friends
Blues and Advanced Guitar Lessons,1,85,1235,46,131,0,7.5,104975,2013,6,Blues Advanced Guitar Lessons
Learn basics of South Indian Carnatic Flute Step by Step ,1,150,380,113,49,1,4.0,57000,2015,4,Learn basics South Indian Carnatic Flute Step Step
Basic Piano Hymn Playing,1,20,1842,21,28,1,1.5,36840,2013,12,Basic Piano Hymn Playing
#1 Piano Hand Coordination: Play 10th Ballad in Eb Key songs,1,35,3137,18,68,0,1.5,109795,2014,9,1 Piano Hand Coordination Play 10th Ballad Eb Key songs
Piano Music Theory (Back To Basics) by JFilt,0,0,4967,308,12,1,0.5,0,2017,2,Piano Music Theory Back Basics JFilt
Guitar - 12  Strumming Patterns You Must Know For Guitar,1,50,2154,40,16,1,1.0,107700,2015,7,Guitar  12 Strumming Patterns Know Guitar
Guitar Lessons for complete beginners - super simple and fun,1,20,936,9,12,1,0.6666666666666666,18720,2016,9,Guitar Lessons complete beginners  super simple fun
CAGED Pentatonic System for Guitar - Level 3,1,45,1224,17,32,0,1.5,55080,2016,9,CAGED Pentatonic System Guitar  Level 3
Classical Guitar Essentials - The Basics Part 2,1,95,1030,1,44,2,4.5,97850,2017,3,Classical Guitar Essentials  Basics 2
Introduction to Piano - By PGN Piano!,0,0,14922,772,8,1,0.6666666666666666,0,2015,8,Introduction Piano  PGN Piano
Keyboard Instruments - Read Sheet Music for Piano Fast!,1,50,2788,52,41,1,1.5,139400,2015,7,Keyboard Instruments  Read Sheet Music Piano Fast
How to Play the Guitar: Your 30-Day Guide to Learn Guitar,1,20,2686,10,32,1,6.0,53720,2016,2,Play Guitar 30Day Guide Learn Guitar
Drumming Accelerator: How To Get The Best Start Possible,1,200,1594,4,34,1,1.5,318800,2017,4,Drumming Accelerator Best Start Possible
Play Piano 4: Improvise on popular song Yesterday chords,1,50,1018,4,63,0,1.5,50900,2016,10,Play Piano 4 Improvise popular song Yesterday chords
Beginner's Guitar Lessons - Crash Course for Busy Adults,1,50,1194,9,29,1,2.0,59700,2017,5,Beginners Guitar Lessons  Crash Course Busy Adults
Getting Started with the Guitar in 5 Days,0,0,270,1,24,1,1.5,0,2017,7,Getting Started Guitar 5 Days
Guitar Lessons - String Bending And Vibrato Essentials,0,0,3325,28,5,0,1.0,0,2016,2,Guitar Lessons  String Bending Vibrato Essentials
Piano With Willie: Blues n' Boogie Vol. 1,1,40,172,26,15,2,2.5,6880,2016,4,Piano Willie Blues n Boogie Vol 1
Piano Runs & Fills #4: C6 Rolling Waves & Waterfall Runs,1,70,834,3,35,0,1.0,58380,2015,11,Piano Runs  Fills 4 C6 Rolling Waves  Waterfall Runs
Chugging - it don't mean a thing if it ain't got that swing!,1,200,382,21,25,0,2.5,76400,2015,4,Chugging  mean thing aint got swing
Make Your Own Ukulele,1,85,452,5,23,0,4.5,38420,2016,8,Ukulele
"Beginner Violin 101: Care, Maintenance, and the Right Gear",0,0,5543,107,29,0,4.0,0,2015,3,Beginner Violin 101 Care Maintenance Right Gear
Learn How To Play 25 Classic Hip Hop Songs,1,25,153,9,27,0,2.5,3825,2017,2,Learn Play 25 Classic Hip Hop Songs
Learn Beethoven's Fur Elise on Piano,1,20,1582,11,6,0,0.48333333333333334,31640,2014,6,Learn Beethovens Fur Elise Piano
Play Violin and Fiddle for beginners - it's fun  - Course 1,1,20,560,8,9,1,1.0,11200,2016,3,Play Violin Fiddle beginners  fun  Course 1
Piano With Willie Building Technique with Scales Vol. 1,1,40,111,15,12,0,1.5,4440,2016,4,Piano Willie Building Technique Scales Vol 1
Christmas Piano Songs For The Very Beginner Vol. I,1,40,1060,3,15,1,1.5,42400,2015,11,Christmas Piano Songs Beginner Vol
Introduction to Gypsy Jazz Guitar,1,95,452,10,18,0,2.5,42940,2017,5,Introduction Gypsy Jazz Guitar
"Learn How to Play Blues, Rock, & Boogie Woogie Piano Today",1,45,2346,11,14,0,0.65,105570,2014,10,Learn Play Blues Rock  Boogie Woogie Piano Today
The Piano Chord Ladder | Learn to Play Thousands of Songs,1,100,103,2,11,0,1.0,10300,2017,5,Piano Chord Ladder  Learn Play Thousands Songs
Play Piano 5: Improvise on Misty Eb Key Runs & 2-5 Chords,1,50,833,6,70,3,1.5,41650,2016,11,Play Piano 5 Improvise Misty Eb Key Runs  25 Chords
Playing Piano: Scales and Arpeggios Vol.I : Major keys,1,50,2358,3,26,1,1.0,117900,2016,3,Playing Piano Scales Arpeggios VolI  Major keys
Drumming for Beginners - Simple Way To Learn How To Drum,1,20,1814,28,22,1,2.0,36280,2016,3,Drumming Beginners  Simple Way Learn Drum
Get great playing HARMONICA - a fun new leisure time hobby !,1,35,2543,44,17,0,2.0,89005,2014,2,great playing HARMONICA  fun new leisure time hobby 
Fingerstyle Guitar Mastery: 3 Techniques You Need To Know,0,0,3042,40,13,0,0.5666666666666667,0,2016,12,Fingerstyle Guitar Mastery 3 Techniques Need Know
Play Piano 3: Improvise Chords to Enchanted Evening by Ear,1,50,809,5,57,0,1.5,40450,2016,10,Play Piano 3 Improvise Chords Enchanted Evening Ear
"Jazz Guitar Tips, Tricks and Licks",0,0,9351,331,21,2,2.0,0,2017,5,Jazz Guitar Tips Tricks Licks
Piano From Zero To Pro - Beginner Essentials To The Piano,1,70,811,129,52,1,3.5,56770,2016,3,Piano Zero Pro  Beginner Essentials Piano
"Piano: Learn 48 chords in 1 hour,  and always remember how",1,120,1424,71,16,1,1.5,170880,2014,12,Piano Learn 48 chords 1 hour remember
Walking Bass - Quick Start Guide,1,50,193,20,31,0,1.0,9650,2015,12,Walking Bass  Quick Start Guide
Beginner Guitar Lessons: Learn To Play Guitar Today (WAVE 1),1,45,65,18,56,1,10.0,2925,2017,5,Beginner Guitar Lessons Learn Play Guitar Today WAVE 1
Blues Bass - Quick Start Guide,1,50,59,8,29,0,1.5,2950,2016,11,Blues Bass  Quick Start Guide
How to speak Pianish (beginner level),1,30,545,5,10,1,1.0,16350,2014,8,speak Pianish beginner level
Gospel Piano Essentials,1,30,668,39,46,2,11.5,20040,2013,7,Gospel Piano Essentials
Instant Harmonica - play Leonard Cohen's Hallelujah now!,1,40,100,15,14,0,1.5,4000,2016,11,Instant Harmonica  play Leonard Cohens Hallelujah now
Guitar Crash Course (No Experience Necessary),0,0,5769,78,29,1,1.0,0,2015,1,Guitar Crash Course No Experience Necessary
Beginner Guitar Lessons - Your Complete Foundation Course,1,60,293,30,162,1,18.5,17580,2016,4,Beginner Guitar Lessons  Complete Foundation Course
Piano Building Blocks: Learn the 24 Most Common Chords,1,50,492,10,17,1,1.5,24600,2016,3,Piano Building Blocks Learn 24 Common Chords
Learn to Play the Oboe: Beginner to Pro in Under Four Hours,1,50,500,39,74,1,5.0,25000,2015,1,Learn Play Oboe Beginner Pro Hours
Playing Piano By Ear: Complete Guide for Aspiring Musicians,1,150,346,26,59,0,4.5,51900,2015,11,Playing Piano Ear Complete Guide Aspiring Musicians
"Discover the fun of Spoon playing, a beginners course",1,65,353,13,25,0,1.0,22945,2015,6,Discover fun Spoon playing beginners course
Country Guitar Fundamentals,1,50,1174,39,23,2,1.5,58700,2016,12,Country Guitar Fundamentals
Discover Classical Guitar Level 1,1,25,1513,38,19,1,1.5,37825,2015,6,Discover Classical Guitar Level 1
PI-101 Top 10 Classical Piano Pieces for Beginners,0,0,6292,183,38,1,1.0,0,2016,5,PI101 10 Classical Piano Pieces Beginners
Get started playing blues harmonica,0,0,6853,398,23,1,0.6166666666666667,0,2015,3,started playing blues harmonica
Rockabilly Guitar For Beginners,1,40,475,125,36,1,2.0,19000,2016,2,Rockabilly Guitar Beginners
Beginner Piano,1,20,776,79,89,1,4.0,15520,2015,8,Beginner Piano
Step by Step Tabla Course- Indian Drums,1,20,1337,17,21,1,1.0,26740,2016,1,Step Step Tabla Course Indian Drums
Play Piano 6 -Improvise on The Way We Were with Power Chords,1,50,701,4,62,0,1.5,35050,2016,11,Play Piano 6 Improvise Way Power Chords
101 Blues riffs - learn how the harmonica superstars do it,1,200,1350,65,55,2,6.5,270000,2015,1,101 Blues riffs  learn harmonica superstars
Learn To Play The Drums,1,25,1141,88,74,0,8.5,28525,2015,5,Learn Play Drums
Guitar: Master The Guitar Fretboard In 6 Easy Steps,1,55,1203,26,10,1,1.0,66165,2015,10,Guitar Master Guitar Fretboard 6 Easy Steps
Play Piano in 30 Days! - Start Playing NOW!,0,0,5188,410,58,1,3.0,0,2015,7,Play Piano 30 Days  Start Playing NOW
Curso de Didgeridoo nivel principiante,1,50,0,0,31,1,1.0,0,2016,4,Curso de Didgeridoo nivel principiante
ブルースギター入門,0,0,462,6,23,0,3.5,0,2014,5,
Pianoforall - Incredible New Way To Learn Piano & Keyboard,1,200,75499,7676,362,0,30.0,15099800,2014,8,Pianoforall  Incredible New Way Learn Piano  Keyboard
The Professional Guitar Masterclass,1,200,21701,1340,136,0,9.5,4340200,2015,4,Professional Guitar Masterclass
Modern Rock Guitar Techniques,1,50,3157,375,32,2,3.0,157850,2016,12,Modern Rock Guitar Techniques
Complete Guitar System - Beginner to Advanced,1,145,32935,2713,310,0,34.0,4775575,2013,5,Complete Guitar System  Beginner Advanced
Guitar Super System Level 1,1,50,10869,2257,104,2,5.0,543450,2015,4,Guitar Super System Level 1
How to play Piano - Go from a Beginner/Intermediate to a Pro,1,200,5316,159,291,0,31.0,1063200,2016,10,play Piano  BeginnerIntermediate Pro
Guitar Super System Level 2,1,50,4192,128,34,3,1.5,209600,2015,11,Guitar Super System Level 2
"LEARN HARMONICA, amaze your friends and have fun - it's easy",1,200,8857,718,131,0,15.5,1771400,2014,4,LEARN HARMONICA amaze friends fun  easy
The Complete Piano & Music Theory Beginners Course,1,50,10435,665,23,0,1.5,521750,2016,9,Complete Piano  Music Theory Beginners Course
Ultimate Beginner Guitar Masterclass,1,200,8113,79,124,1,11.5,1622600,2017,5,Ultimate Beginner Guitar Masterclass
Quicklessons Piano Course - Learn to Play Piano by Ear!,1,200,7178,260,144,0,8.5,1435600,2014,4,Quicklessons Piano Course  Learn Play Piano Ear
"Learn guitar the Right way! Complete 'KickStarter course""",1,150,2102,33,99,1,9.0,315300,2017,2,Learn guitar Right way Complete KickStarter course
CAGED Pentatonic System for Guitar - Level 1,1,45,1329,52,35,0,1.5,59805,2016,7,CAGED Pentatonic System Guitar  Level 1
CAGED Pentatonic System for Guitar - Level 2,1,45,1220,13,26,0,1.5,54900,2016,8,CAGED Pentatonic System Guitar  Level 2
Learn to Play Piano From a Concert Pianist - For Beginners,1,200,3206,18,17,1,1.0,641200,2015,11,Learn Play Piano Concert Pianist  Beginners
#12 Hand Coordination: Let your Hands dance with Ballad 9,1,75,482,1,47,2,1.5,36150,2017,4,12 Hand Coordination Let Hands dance Ballad 9
How To Make Money With A Cover Band,1,50,2498,12,25,0,3.5,124900,2017,3,Money Cover Band
How To Play Guitar - For Absolute Beginners,1,35,478,3,18,1,1.0,16730,2017,5,Play Guitar  Absolute Beginners
Learn How to Improvise on Guitar in 30 Days,1,200,1788,89,33,1,6.0,357600,2016,10,Learn Improvise Guitar 30 Days
Play Piano 8 - Play Over the Rainbow by Ear & Free Improvise,1,50,1249,6,69,0,1.5,62450,2016,11,Play Piano 8  Play Rainbow Ear  Free Improvise
The Best Beginner Guitar Course Ever,1,50,1976,252,16,1,1.0,98800,2014,11,Best Beginner Guitar Course
Piano For Singer/Songwriters 2: Pop/Rock Rhythm Immersion,1,100,567,37,24,0,1.5,56700,2016,8,Piano SingerSongwriters 2 PopRock Rhythm Immersion
Guitar: Learn 10 CCR Guitar Chord Progressions,1,50,2045,8,24,1,2.0,102250,2016,8,Guitar Learn 10 CCR Guitar Chord Progressions
"Play Piano 2:  Play 'Love Me Tender By Ear with 2-5 Chords""",1,50,1204,8,56,0,1.5,60200,2016,10,Play Piano 2 Play Love Tender Ear 25 Chords
Learn Piano #10 Tritone Chord Substitution with Jazzy Sounds,1,60,1227,2,26,0,0.6333333333333333,73620,2016,10,Learn Piano 10 Tritone Chord Substitution Jazzy Sounds
Getting Started with Playing Guitar,0,0,47652,1141,26,1,4.0,0,2013,5,Getting Started Playing Guitar
Piano Playing: Reading and Playing Classical Tunes Vol.II,1,40,1638,3,17,1,1.5,65520,2016,6,Piano Playing Reading Playing Classical Tunes VolII
Harmonica Jamz: The Only Course on Jammin' with Friends,1,60,568,8,65,1,5.0,34080,2017,3,Harmonica Jamz Course Jammin Friends
Guitar - Learn 10 Legendary Chord Progressions for Guitar,1,55,3013,15,28,1,1.5,165715,2015,6,Guitar  Learn 10 Legendary Chord Progressions Guitar
Guitar - Blues Guitar for Beginners,1,45,2795,26,25,1,1.0,125775,2015,5,Guitar  Blues Guitar Beginners
Electric Guitar for Beginners - RockStarter Level 1,1,40,491,5,29,1,2.5,19640,2017,3,Electric Guitar Beginners  RockStarter Level 1
The Circle of Fifths for Guitarists,1,50,1018,2,5,2,1.5,50900,2016,12,Circle Fifths Guitarists
Piano Runs & Fills #2: Play Rolling Cascading Runs for Intro,1,70,2164,10,30,0,1.0,151480,2015,11,Piano Runs  Fills 2 Play Rolling Cascading Runs Intro
Piano - Circle of 5ths to Play A Song in 12 Keys in 12 Days,1,95,2415,16,115,0,2.5,229425,2015,2,Piano  Circle 5ths Play Song 12 Keys 12 Days
Essential Theory and Technique for Guitar,0,0,2285,34,22,1,2.0,0,2017,2,Essential Theory Technique Guitar
Piano for Complete Beginners: Learn your first song today!,1,40,1268,10,30,1,1.0,50720,2015,11,Piano Complete Beginners Learn song today
Master Class Piano Techniques: Tips To EZ Coordinate 2 Hands,1,95,2026,3,62,2,2.5,192470,2017,3,Master Class Piano Techniques Tips EZ Coordinate 2 Hands
Master Class # 11:  Play Piano Techniques Learn Piano 1 to10,1,95,2164,10,113,0,2.0,205580,2016,11,Master Class  11 Play Piano Techniques Learn Piano 1 to10
Learn all Piano Chords in all Piano Scales with logic,1,45,969,2,17,1,1.0,43605,2017,6,Learn Piano Chords Piano Scales logic
Learn to play the piano or keyboard from scratch,1,145,1987,11,161,1,14.0,288115,2017,5,Learn play piano keyboard scratch
5 Exotic Guitar Scales and How to Use Them Effectively,1,50,1319,101,21,2,1.0,65950,2016,8,5 Exotic Guitar Scales Use Effectively
Learn 4 Chords and Play Thousands of Songs!,1,20,4560,177,22,1,1.5,91200,2015,8,Learn 4 Chords Play Thousands Songs
#10 Hand Coordination - Transfer Chord Ballad 9 - C & Bb Key,1,75,1593,1,41,2,1.0,119475,2017,4,10 Hand Coordination  Transfer Chord Ballad 9  C  Bb Key
Acoustic Fingerstyle Guitar Course: Beginner to Advanced,1,200,6565,55,56,0,4.0,1313000,2015,8,Acoustic Fingerstyle Guitar Course Beginner Advanced
Guitar Chord Mastery!Turn Your Brain Into A Chord Encyclopia,1,200,4133,173,224,2,28.5,826600,2014,5,Guitar Chord MasteryTurn Brain Chord Encyclopia
Play Piano 1 Master Class Intro:  Standards 2-5 Power Chords,1,50,1541,14,42,0,1.0,77050,2016,10,Play Piano 1 Master Class Intro Standards 25 Power Chords
Best Beginner Guitar Lessons by Sam Lyons,1,20,14560,20,32,0,2.0,291200,2013,6,Best Beginner Guitar Lessons Sam Lyons
A new approach to piano and playing songs for beginners,1,50,7140,72,26,1,1.5,357000,2013,8,new approach piano playing songs beginners
Learn Guitar: Zero to Guitar Fingerpicking in 30 days,1,50,1495,26,36,1,2.5,74750,2016,12,Learn Guitar Zero Guitar Fingerpicking 30 days
How to play Contemporary Piano,1,25,1200,35,10,0,0.6,30000,2016,10,play Contemporary Piano
Piano Technique Exercises Vol.1,1,50,1674,4,24,0,1.0,83700,2017,1,Piano Technique Exercises Vol1
Instant Harmonica - Learning the Basic 12 Bar Blues Bassline,1,40,54,6,10,0,1.0,2160,2017,6,Instant Harmonica  Learning Basic 12 Bar Blues Bassline
#5  Piano Hand Coordination:  Piano Runs in 2 Beats Eb Key,1,75,940,3,32,2,0.6166666666666667,70500,2017,2,5 Piano Hand Coordination Piano Runs 2 Beats Eb Key
Modern Country Guitar: Technique Booster,1,30,1152,16,42,2,2.5,34560,2017,1,Modern Country Guitar Technique Booster
"Blues Guitar Lessons for Beginners: Chords, Rhythm and Lead",1,95,2558,19,16,1,3.0,243010,2016,10,Blues Guitar Lessons Beginners Chords Rhythm Lead
#4 Piano Hand Coordination: Fun Piano Runs in 2 Beats C Key,1,75,850,3,43,2,1.0,63750,2017,2,4 Piano Hand Coordination Fun Piano Runs 2 Beats C Key
3 step formula for playing guitar by ear,1,25,3937,54,20,1,1.5,98425,2015,12,3 step formula playing guitar ear
"How to play 'Electric Guitar"",https://www.udemy.com/electric-guitar-beginners-method/,true,50,1105,5,20,Beginner Level,2 hours,2016-12-29T00:24:06Z
42038,Learn Piano Today: How to Play Piano Course in Quick Lessons""",1,100,6271,68,75,0,5.0,627100,2013,6,play Electric Guitarhttpswwwudemycomelectricguitarbeginnersmethodtrue501105520Beginner Level2 hours20161229T002406Z 42038Learn Piano Today Play Piano Course Quick Lessons
Play Piano by Ear Today! SuperCourse,1,60,4557,21,77,0,5.5,273420,2016,1,Play Piano Ear Today SuperCourse
Learn to Read & Write Music to play Piano & more instruments,1,115,5292,38,85,0,10.5,608580,2016,12,Learn Read  Write Music play Piano  instruments
The Complete Piano Course - Master The Piano,1,95,4982,276,240,0,23.0,473290,2015,8,Complete Piano Course  Master Piano
Learn to play your favorite guitar songs by ear,1,50,4733,11,15,0,1.5,236650,2017,5,Learn play favorite guitar songs ear
Piano for Singer/Songwriters | Write Songs and Perform Live!,1,100,3371,175,42,1,3.0,337100,2015,11,Piano SingerSongwriters  Write Songs Perform Live
Fun Beginner Ukulele Course,1,55,1409,41,17,1,1.5,77495,2016,12,Fun Beginner Ukulele Course
Learn Guitar in 21 Days,1,20,26504,192,82,1,2.5,530080,2012,10,Learn Guitar 21 Days
Fun Ukulele Strumming Course,1,45,3141,10,15,1,1.0,141345,2017,2,Fun Ukulele Strumming Course
The Professional Bass Masterclass,1,200,1449,136,88,0,7.0,289800,2016,10,Professional Bass Masterclass
The Allman Brothers Guitar Roots And Techniques,1,75,2692,29,14,2,1.5,201900,2016,10,Allman Brothers Guitar Roots Techniques
Blues Guitar Fundamentals,1,50,3312,107,21,2,1.5,165600,2016,6,Blues Guitar Fundamentals
#6 Piano Hand Coordination: Play Open 10 Ballad to 9/4 Song,1,65,2015,3,21,2,0.7333333333333333,130975,2017,3,6 Piano Hand Coordination Play Open 10 Ballad 94 Song
#7 Piano Hand Coordination: Play Piano Runs in 3 Beats 9/4,1,65,2015,2,25,2,1.0,130975,2017,3,7 Piano Hand Coordination Play Piano Runs 3 Beats 94
Beginner Level Popular Piano Program - Month 1,1,30,7,2,13,1,1.0,210,2016,5,Beginner Level Popular Piano Program  Month 1
Piano Lessons for the R&B Fan,1,20,228,2,64,0,8.0,4560,2014,5,Piano Lessons RB Fan
Guitar Lessons - Blind Blake - King Of Ragtime Blues Guitar,1,20,65,5,13,3,4.0,1300,2013,11,Guitar Lessons  Blind Blake  King Ragtime Blues Guitar
Darbuka Drumming: Learn how to play the Darbuka Dounbek,0,0,1094,45,11,1,1.0,0,2016,4,Darbuka Drumming Learn play Darbuka Dounbek
Awesome Lead Guitar 1,1,25,60,6,38,1,4.5,1500,2015,12,Awesome Lead Guitar 1
The art of piano improvisation,1,20,83,4,9,0,0.6666666666666666,1660,2014,9,art piano improvisation
How To Build A Professional Djembe: Create Music Beauty &Biz,1,40,122,2,29,0,1.5,4880,2015,11,Build Professional Djembe Create Music Beauty Biz
Advanced Euphonium Studies - Learn to Master the Euphonium!​,1,50,106,7,89,0,6.0,5300,2015,4,Advanced Euphonium Studies  Learn Master Euphonium
Didgeridoo - from zero to HERO! Part Two. Intermediate.,1,35,55,2,30,2,2.0,1925,2016,7,Didgeridoo  zero HERO Two Intermediate
Fingerstyle Guitar by Jacques Stotzem - Advanced Level,1,30,77,4,14,0,2.0,2310,2015,10,Fingerstyle Guitar Jacques Stotzem  Advanced Level
Trumpet Pro Series - You're going to love practicing Trumpet,1,50,92,1,25,0,6.0,4600,2016,4,Trumpet Pro Series  going love practicing Trumpet
A Guide to Analog Synths: For the modern EDM enthusiast.,1,20,29,4,37,0,3.5,580,2016,4,Guide Analog Synths modern EDM enthusiast
Acoustic Blues Guitar Lessons,0,0,8217,109,10,2,1.0,0,2013,9,Acoustic Blues Guitar Lessons
Accelerate Your Guitar Learning With Metal Techniques,1,20,1305,25,68,0,6.5,26100,2015,8,Accelerate Guitar Learning Metal Techniques
Beginner Step by Step Keharwa Theka Tabla Course,1,20,916,26,16,1,0.6666666666666666,18320,2016,2,Beginner Step Step Keharwa Theka Tabla Course
Just chords Piano: Learn to Play Piano Quickly - No Music,1,85,2357,15,53,1,5.0,200345,2013,5,chords Piano Learn Play Piano Quickly  Music
Play Ukulele Now,1,30,1951,88,78,0,5.0,58530,2012,6,Play Ukulele
Acoustic Blues Guitar Lessons,1,125,1284,136,40,2,12.5,160500,2013,11,Acoustic Blues Guitar Lessons
Piano Runs & Fills #1: Play Dreamy Whole Tone Scale Runs,1,70,769,10,33,0,1.0,53830,2015,11,Piano Runs  Fills 1 Play Dreamy Tone Scale Runs
Play Piano Today - Easy Festive Favorites & Piano Party Hits,1,75,3122,6,80,0,4.0,234150,2013,10,Play Piano Today  Easy Festive Favorites  Piano Party Hits
The 80/20 Beginner Guitar Course,1,50,1269,27,51,1,3.0,63450,2016,4,8020 Beginner Guitar Course
Drums for Beginners,0,0,1618,4,15,1,3.0,0,2017,6,Drums Beginners
Digital Pianist Course-Learn Piano & Keyboard Fast & Easy,1,150,89,7,35,1,3.0,13350,2016,12,Digital Pianist CourseLearn Piano  Keyboard Fast  Easy
Learn to play guitar and sing at the same time,1,45,66,9,8,1,1.0,2970,2016,11,Learn play guitar sing time
Introduction to Ukulele 1,1,20,630,25,27,1,1.0,12600,2015,12,Introduction Ukulele 1
Learn Flute FAST!,1,45,249,33,61,1,4.0,11205,2015,6,Learn Flute FAST
Guitar Lessons - Soloing With Arpeggios - Essential Guide ,1,45,198,11,34,2,5.0,8910,2016,2,Guitar Lessons  Soloing Arpeggios  Essential Guide
Piano With Willie: Blues n' Boogie Vol. 3,1,40,84,4,10,2,2.5,3360,2016,4,Piano Willie Blues n Boogie Vol 3
Instant Harmonica - play The Kesh (pt 1) it's easy and fun!,1,40,58,5,11,0,0.5833333333333334,2320,2015,8,Instant Harmonica  play Kesh pt 1 easy fun
Piano Lessons For Beginners: Learn Piano Quickly And Easily,1,75,186,35,56,1,3.0,13950,2016,2,Piano Lessons Beginners Learn Piano Quickly Easily
The Easy Beginner Drum Course,1,25,21,4,12,1,0.5,525,2017,3,Easy Beginner Drum Course
Instant Harmonica - play Somewhere Over the Rainbow now!,1,40,431,2,11,1,1.0,17240,2016,1,Instant Harmonica  play Rainbow now
Instant Harmonica - play The Kesh (part 2) - easy and fun!,1,20,53,5,9,1,0.5833333333333334,1060,2015,8,Instant Harmonica  play Kesh part 2  easy fun
The 80/20 Guitar: Write Music and Play Guitar in 30 Days,0,0,2610,28,24,0,3.5,0,2016,4,8020 Guitar Write Music Play Guitar 30 Days
Ukulele 2 : Level 1 KEY OF C AND STRUMS,1,20,26,2,26,1,1.0,520,2016,2,Ukulele 2  Level 1 KEY C STRUMS
Guitar for Music Educators: Learning How to Teach Guitar,1,20,32,3,22,1,1.5,640,2013,7,Guitar Music Educators Learning Teach Guitar
Piano Tutorial : Ludovico Einaudi - Una Mattina,0,0,1631,23,6,0,0.7333333333333333,0,2015,11,Piano Tutorial  Ludovico Einaudi  Una Mattina
Guitar Solo - Theory and Improvisation Lessons,1,60,12,4,34,2,1.5,720,2017,4,Guitar Solo  Theory Improvisation Lessons
Bluegrass Guitar Essentials: Webisodes 3 & 4,1,30,12,2,13,2,2.0,360,2016,3,Bluegrass Guitar Essentials Webisodes 3  4
Instant Harmonica - play Christmas + Birthday songs now!,1,40,236,0,18,0,1.5,9440,2016,5,Instant Harmonica  play Christmas  Birthday songs now
Blues Master - Advanced Techniques Piano Course,1,75,7,2,14,0,1.0,525,2016,3,Blues Master  Advanced Techniques Piano Course
Bluegrass Guitar Essentials: Webisodes 5 & 6,1,30,11,2,16,2,3.0,330,2016,4,Bluegrass Guitar Essentials Webisodes 5  6
Trombone Lessons For Beginners,1,95,11,2,34,1,3.0,1045,2016,4,Trombone Lessons Beginners
Rhythm to Rock Drum Lesson 6,1,20,12,1,13,1,1.5,240,2014,8,Rhythm Rock Drum Lesson 6
Flute Pro Series - You're about to love practicing the flute,1,50,135,1,28,0,6.5,6750,2016,4,Flute Pro Series  love practicing flute
How To Play Guitar - Everything You Need To Know To Start,1,50,5,1,8,1,1.0,250,2015,7,Play Guitar  Need Know Start
Trombone Pro Series - Fall in love with the Trombone,1,50,57,6,57,0,7.0,2850,2016,4,Trombone Pro Series  Fall love Trombone
Learn How To Play 25 Classic Hip Hop Songs Ch.2,1,25,7,1,27,0,3.5,175,2017,5,Learn Play 25 Classic Hip Hop Songs Ch2
Learn to play tunes by ear on harmonica - no written music,1,35,73,3,15,2,2.0,2555,2014,3,Learn play tunes ear harmonica  written music
Fingerpicking for Guitar,1,20,35,4,26,0,3.0,700,2016,9,Fingerpicking Guitar
"Music Theory, Guitar and Ear Training",1,60,30,3,39,1,3.0,1800,2015,11,Music Theory Guitar Ear Training
"Piano Unbound. Piano learning method, a course for beginners",1,195,32,1,39,0,2.5,6240,2017,4,Piano Unbound Piano learning method course beginners
Advanced Trombone Studies - Learn to Master the Trombone!,1,50,39,2,136,0,8.0,1950,2016,7,Advanced Trombone Studies  Learn Master Trombone
"Euphonium Solos: Learn to Perform Three Fun, Unique Pieces!",1,50,90,2,61,0,2.5,4500,2015,4,Euphonium Solos Learn Perform Fun Unique Pieces
Piano With Willie: Tritones & Phat Chords,1,40,37,3,19,2,2.0,1480,2016,4,Piano Willie Tritones  Phat Chords
Piano for Kids: Developing Your Child's Creative Abilities,1,65,42,2,37,1,4.0,2730,2015,10,Piano Kids Developing Childs Creative Abilities
Piano Lessons For The Hip Hop Fan,1,20,276,2,62,2,5.5,5520,2014,5,Piano Lessons Hip Hop Fan
French Horn Solos: Learn how to Perform Three Fun Pieces!,1,50,88,1,48,0,3.0,4400,2015,9,French Horn Solos Learn Perform Fun Pieces
Bluegrass Guitar Essentials: Webisodes 9 & 10,1,30,10,0,12,2,2.0,300,2016,8,Bluegrass Guitar Essentials Webisodes 9  10
Clarinet Lessons For Beginners,1,95,11,0,41,1,3.0,1045,2016,2,Clarinet Lessons Beginners
Play music on Harmonica using 8 notes - learn easy tunes!,1,35,29,0,14,1,1.0,1015,2014,5,Play music Harmonica 8 notes  learn easy tunes
Learn Piano Online-A Quiet Solace Piano Solo,1,50,7,0,10,2,1.0,350,2016,8,Learn Piano OnlineA Quiet Solace Piano Solo
Bluegrass Guitar Essentials: Webisodes 7 & 8,1,30,9,0,10,2,2.0,270,2016,5,Bluegrass Guitar Essentials Webisodes 7  8
The Art of the Blues Shuffle - A Guitarist's Guide,1,20,8,0,11,2,1.5,160,2016,6,Art Blues Shuffle  Guitarists Guide
Learn Piano Online-Ambiance Piano Solo,1,50,8,0,10,2,1.0,400,2016,6,Learn Piano OnlineAmbiance Piano Solo
Piano Lessons For Beginners,1,95,8,0,50,1,4.0,760,2016,4,Piano Lessons Beginners
